0,-34.3862
1,25.8457
2,5000.0
3,2000.0
4,275.8275
5,267.0147
6,342.6085
7,412.4984
8,475.1269
9,596.5319
10,653.2679
11,825.1151
12,994.7569
13,977.9664
14,4500.0
15,5000.0
16,3000.0
17,1322.4923
18,1389.601
19,1371.0036
